Terms,co-occurrence_counts
thu - project,1
thu - keep,1
"thu - ,",4
thu - learn,1
thu - teach,1
thu - well,1
thu - .,3
thu - first,1
learn - part,1
learn - keep,2
learn - thu,1
learn - teach,1
learn - well,1
learn - .,8
learn - first,2
learn - freelanc,1
teach - project,1
teach - keep,2
teach - thu,1
teach - learn,1
teach - well,1
teach - first,1
teach - freelanc,1
well - keep,1
well - thu,1
well - learn,1
well - teach,1
well - first,1
well - freelanc,1
. - thu,3
. - learn,8
first - thu,1
first - learn,2
first - teach,1
first - well,1
first - freelanc,1
first - hire,2
first - someon,1
first - perman,1
freelanc - learn,1
freelanc - teach,1
freelanc - well,1
freelanc - first,1
freelanc - hire,1
freelanc - someon,1
freelanc - perman,1
freelanc - size,1
. - perman,2
hire - first,2
hire - freelanc,1
hire - someon,1
hire - perman,1
hire - size,1
hire - allow,1
someon - first,1
someon - freelanc,1
someon - hire,1
someon - perman,1
someon - size,1
someon - allow,1
perman - first,1
perman - freelanc,1
perman - .,2
perman - hire,1
perman - someon,1
perman - size,1
perman - work,2
perman - allow,1
perman - project,1
size - freelanc,1
size - hire,1
size - someon,1
size - perman,1
size - allow,2
size - project,1
size - basis.forget,1
work - perman,2
work - allow,2
work - basis.forget,2
allow - hire,1
allow - someon,1
allow - perman,1
allow - size,2
allow - work,2
allow - project,1
allow - basis.forget,1
allow - make,2
allow - specialdesign,1
work - specialdesign,1
work - agenc,1
project - perman,1
project - size,1
project - allow,1
project - basis.forget,1
project - make,1
project - specialdesign,1
basis.forget - size,1
basis.forget - work,2
basis.forget - allow,1
basis.forget - project,1
basis.forget - make,1
basis.forget - specialdesign,1
basis.forget - agenc,1
basis.forget - consult,1
basis.forget - firm,1
make - allow,2
make - project,1
make - basis.forget,1
make - specialdesign,1
make - agenc,1
make - consult,2
make - firm,1
make - run,1
specialdesign - allow,1
specialdesign - work,1
specialdesign - project,1
specialdesign - basis.forget,1
specialdesign - make,1
specialdesign - agenc,1
specialdesign - consult,1
specialdesign - firm,1
specialdesign - run,1
specialdesign - freelanc,1
agenc - work,1
agenc - basis.forget,1
agenc - make,1
agenc - specialdesign,1
agenc - run,1
agenc - freelanc,1
agenc - busi,2
consult - basis.forget,1
consult - make,2
consult - specialdesign,1
consult - run,1
consult - freelanc,1
consult - busi,1
firm - basis.forget,1
firm - make,1
firm - specialdesign,1
firm - run,1
firm - freelanc,1
firm - busi,1
firm - get,1
run - make,1
run - specialdesign,1
run - agenc,1
run - consult,1
run - firm,1
run - freelanc,1
freelanc - specialdesign,1
freelanc - agenc,1
freelanc - consult,1
freelanc - firm,1
freelanc - run,1
freelanc - client,1
busi - agenc,2
busi - consult,1
busi - firm,1
busi - get,2
busi - trust,2
. - trust,6
. - partners/th,2
get - firm,1
get - busi,2
get - client,4
get - trust,1
get - partners/th,1
get - principl,1
work - trust,1
work - partners/th,1
work - principl,1
work - firm,1
client - freelanc,1
client - get,4
client - trust,1
client - partners/th,1
client - principl,1
client - firm,1
trust - busi,2
trust - .,6
trust - get,1
trust - work,1
trust - client,1
trust - partners/th,1
trust - principl,1
trust - firm,1
trust - sake,1
partners/th - .,2
partners/th - get,1
partners/th - work,1
partners/th - client,1
partners/th - trust,1
partners/th - principl,1
partners/th - firm,1
partners/th - sake,1
partners/th - growth,1
principl - get,1
principl - work,1
principl - client,1
principl - trust,1
principl - partners/th,1
principl - firm,1
principl - .,2
principl - sake,1
principl - growth,1
"principl - ,",2
firm - work,1
firm - client,1
firm - trust,1
firm - partners/th,1
firm - principl,1
firm - sake,1
firm - growth,1
firm - ’,2
. - principl,2
. - sake,2
. - growth,6
. - tempt,2
sake - trust,1
sake - partners/th,1
sake - principl,1
sake - firm,1
sake - .,2
sake - growth,1
"sake - ,",1
sake - ’,1
sake - tempt,1
sake - forget,1
growth - partners/th,1
growth - principl,1
growth - firm,1
growth - .,6
growth - sake,1
growth - ’,3
growth - tempt,1
growth - forget,1
", - principl",2
", - sake",1
", - tempt",2
", - forget",5
’ - firm,2
’ - sake,1
’ - growth,3
’ - tempt,1
’ - forget,4
’ - “,15
tempt - .,2
tempt - sake,1
tempt - growth,1
"tempt - ,",2
tempt - ’,1
tempt - forget,1
tempt - “,1
tempt - sure,1
forget - sake,1
forget - growth,1
"forget - ,",5
forget - ’,4
forget - tempt,1
forget - .,4
forget - “,1
forget - sure,1
forget - too.,1
. - forget,4
. - too.,1
“ - ’,15
“ - tempt,1
“ - forget,1
“ - sure,1
“ - too.,1
“ - mistak,1
sure - tempt,1
sure - forget,1
sure - “,1
sure - too.,1
sure - ”,1
sure - mistak,1
sure - entrepreneur,1
", - too.",2
", - mistak",5
too. - forget,1
too. - .,1
too. - “,1
too. - sure,1
"too. - ,",2
too. - ”,1
too. - mistak,1
too. - entrepreneur,1
too. - ’,1
” - sure,1
” - too.,1
” - mistak,1
” - ’,15
” - standard,1
mistak - “,1
mistak - sure,1
"mistak - ,",5
mistak - too.,1
mistak - ”,1
mistak - entrepreneur,2
mistak - ’,3
mistak - standard,1
mistak - servic,1
entrepreneur - sure,1
entrepreneur - too.,1
entrepreneur - mistak,2
entrepreneur - dilut,1
", - dilut",1
", - brand.forget",1
’ - too.,1
’ - ”,15
’ - mistak,3
’ - standard,1
’ - dilut,1
’ - brand.forget,1
standard - ”,1
standard - mistak,1
standard - ’,1
standard - dilut,1
standard - brand.forget,1
standard - make,1
standard - special,1
servic - mistak,1
servic - dilut,1
servic - brand.forget,1
servic - special,1
dilut - entrepreneur,1
"dilut - ,",1
dilut - ’,1
dilut - standard,1
dilut - servic,1
dilut - brand.forget,1
dilut - make,2
dilut - special,1
dilut - vulner,1
"brand.forget - ,",1
brand.forget - ’,1
brand.forget - standard,1
brand.forget - servic,1
brand.forget - dilut,1
brand.forget - make,2
brand.forget - special,1
brand.forget - vulner,1
brand.forget - copi,1
make - standard,1
make - dilut,2
make - brand.forget,2
make - special,2
make - make,8
make - vulner,2
make - copi,5
special - standard,1
special - servic,1
special - dilut,1
special - brand.forget,1
special - make,2
special - vulner,1
special - copi,1
vulner - dilut,1
vulner - brand.forget,1
vulner - make,2
vulner - special,1
vulner - copi,1
vulner - .,1
vulner - ’,1
vulner - need,1
vulner - decid,1
copi - brand.forget,1
copi - make,5
copi - special,1
copi - vulner,1
copi - need,2
copi - decid,1
copi - high-end,1
. - vulner,1
’ - vulner,1
’ - high-end,1
need - vulner,1
need - copi,2
need - high-end,1
need - specialist,1
need - junior,1
decid - vulner,1
decid - copi,1
decid - high-end,1
decid - specialist,1
decid - junior,1
decid - designers/consult,1
high-end - copi,1
high-end - ’,1
high-end - need,1
high-end - decid,1
high-end - specialist,1
high-end - junior,1
high-end - designers/consult,1
high-end - support,1
specialist - need,1
specialist - decid,1
specialist - high-end,1
specialist - junior,1
specialist - designers/consult,1
specialist - support,1
", - junior",2
", - designers/consult",2
", - teacher",3
junior - need,1
junior - decid,1
junior - high-end,1
junior - specialist,1
"junior - ,",2
junior - designers/consult,1
junior - support,1
junior - .,1
junior - teacher,1
designers/consult - decid,1
designers/consult - high-end,1
designers/consult - specialist,1
"designers/consult - ,",2
designers/consult - junior,1
designers/consult - support,1
designers/consult - .,1
designers/consult - teacher,1
designers/consult - effect,1
support - high-end,1
support - specialist,1
support - junior,1
support - designers/consult,1
support - teacher,1
support - effect,1
support - get,3
. - junior,1
. - designers/consult,1
. - teacher,2
. - inexperienc,1
"teacher - ,",3
teacher - junior,1
teacher - designers/consult,1
teacher - support,1
teacher - .,2
teacher - effect,1
teacher - get,1
teacher - inexperienc,1
teacher - cheap,1
", - inexperienc",1
effect - designers/consult,1
effect - support,1
effect - teacher,1
effect - get,7
effect - inexperienc,1
effect - cheap,1
effect - (,5
effect - er,1
get - support,3
get - teacher,1
get - effect,7
get - inexperienc,1
get - cheap,3
get - (,9
get - er,1
inexperienc - .,1
inexperienc - teacher,1
"inexperienc - ,",1
inexperienc - effect,1
inexperienc - get,1
inexperienc - cheap,1
inexperienc - (,1
inexperienc - er,1
inexperienc - ),1
inexperienc - employ,1
cheap - teacher,1
cheap - effect,1
cheap - get,3
cheap - inexperienc,1
cheap - (,1
cheap - er,1
cheap - ),1
cheap - employ,1
cheap - rel,1
( - effect,5
( - get,9
( - inexperienc,1
( - cheap,1
( - er,1
( - rel,2
( - good,3
er - effect,1
er - get,1
er - inexperienc,1
er - cheap,1
er - (,1
er - ),1
er - employ,1
er - rel,1
er - good,1
er - work,1
) - inexperienc,1
) - cheap,1
) - er,1
) - employ,1
) - rel,1
) - good,2
employ - inexperienc,1
employ - cheap,1
employ - er,1
employ - ),1
employ - rel,1
employ - good,1
rel - cheap,1
rel - (,2
rel - er,1
rel - ),1
rel - employ,1
rel - good,1
rel - like,1
rel - ‘,1
good - (,3
good - er,1
good - ),2
good - employ,1
good - rel,1
good - work,2
good - like,2
good - ‘,1
good - simpl,1
work - er,1
work - good,2
work - ‘,1
( - like,5
( - ‘,1
( - simpl,2
( - account,2
like - rel,1
like - good,2
like - (,5
like - ‘,1
like - simpl,2
like - account,1
like - firm,1
‘ - rel,1
‘ - good,1
‘ - work,1
‘ - (,1
‘ - like,1
‘ - simpl,1
‘ - account,1
‘ - firm,1
‘ - ),1
simpl - good,1
simpl - (,2
simpl - like,2
simpl - ‘,1
simpl - account,1
simpl - firm,1
simpl - ),2
simpl - .when,1
’ - account,1
’ - .when,2
account - (,2
account - like,1
account - ‘,1
account - simpl,1
account - ’,1
account - firm,1
account - ),2
account - .when,1
"account - ,",1
account - got,1
firm - like,1
firm - ‘,1
firm - simpl,1
firm - account,1
firm - ),1
firm - .when,1
firm - got,1
firm - good,1
) - ‘,1
) - simpl,2
) - account,2
) - firm,1
) - .when,1
) - got,1
) - start,3
.when - simpl,1
.when - ’,2
.when - account,1
.when - firm,1
.when - ),1
".when - ,",1
.when - got,1
.when - good,1
.when - start,1
", - account",1
", - .when",1
", - got",6
", - good",22
got - account,1
got - firm,1
got - ),1
got - .when,1
"got - ,",6
got - good,1
got - start,2
got - ’,4
got - help,1
got - make,2
good - firm,1
good - .when,1
"good - ,",22
good - got,1
good - start,2
good - ’,8
good - help,2
good - make,2
good - next,2
start - ),3
start - .when,1
start - got,2
start - good,2
start - help,2
start - make,3
start - next,1
start - hump.an,2
’ - got,4
’ - good,8
’ - help,14
’ - hump.an,1
help - got,1
help - good,2
help - start,2
help - ’,14
help - next,1
help - hump.an,1
help - entrepreneur,1
help - might,1
make - got,2
make - good,2
make - start,3
make - next,3
make - hump.an,1
make - might,1
next - good,2
next - start,1
next - help,1
next - make,3
next - hump.an,1
next - entrepreneur,1
next - might,1
next - get,3
hump.an - start,2
hump.an - ’,1
hump.an - help,1
hump.an - make,1
hump.an - next,1
hump.an - entrepreneur,1
hump.an - might,1
hump.an - get,1
hump.an - good,1
entrepreneur - help,1
entrepreneur - next,1
entrepreneur - hump.an,1
entrepreneur - might,1
entrepreneur - good,1
entrepreneur - start,1
entrepreneur - merit,1
might - help,1
might - make,1
might - next,1
might - hump.an,1
might - entrepreneur,1
might - get,4
might - good,1
might - start,2
might - merit,1
might - person,1
get - next,3
get - hump.an,1
get - might,4
get - good,1
get - start,7
get - merit,1
get - person,1
get - brand,1
good - hump.an,1
good - entrepreneur,1
good - might,1
good - get,1
good - merit,1
good - person,1
good - brand,1
start - entrepreneur,1
start - might,2
start - get,7
start - merit,1
start - person,1
start - brand,2
start - goodwil,1
merit - entrepreneur,1
merit - might,1
merit - get,1
merit - good,1
merit - start,1
merit - person,1
merit - brand,1
"merit - ,",3
merit - goodwil,1
merit - network,1
person - might,1
person - get,1
person - good,1
person - start,1
person - merit,1
person - goodwil,1
person - network,1
brand - get,1
brand - good,1
brand - start,2
brand - merit,1
brand - goodwil,1
brand - network,1
", - merit",3
", - goodwil",2
goodwil - start,1
goodwil - merit,1
goodwil - person,1
goodwil - brand,1
"goodwil - ,",2
goodwil - network,1
goodwil - .,1
goodwil - ’,1
goodwil - hard,1
network - merit,1
network - person,1
network - brand,1
network - goodwil,1
network - hard,1
network - scale,1
. - goodwil,1
. - scale,5
", - scale",5
’ - goodwil,1
’ - hard,5
’ - scale,3
’ - buy,4
hard - goodwil,1
hard - network,1
hard - ’,5
hard - scale,1
hard - sell,1
hard - peopl,1
hard - buy,1
hard - connect,1
scale - network,1
scale - .,5
"scale - ,",5
scale - ’,3
scale - hard,1
scale - sell,1
scale - peopl,1
scale - buy,1
scale - connect,1
sell - hard,1
sell - scale,1
sell - peopl,1
sell - buy,6
sell - connect,1
peopl - hard,1
peopl - scale,1
peopl - sell,1
peopl - product,3
buy - ’,4
buy - hard,1
buy - scale,1
buy - sell,6
buy - connect,1
buy - product,2
buy - compani,1
connect - hard,1
connect - scale,1
connect - sell,1
connect - buy,1
connect - .,4
"connect - ,",5
connect - product,1
connect - compani,1
connect - need,2
. - connect,4
", - connect",5
", - stand",9
product - peopl,3
product - buy,2
product - connect,1
product - two,2
product - feet.th,1
compani - buy,1
compani - connect,1
compani - need,6
compani - two,3
compani - feet.th,1
compani - process,1
need - connect,2
need - compani,6
need - two,1
need - feet.th,1
need - process,5
"stand - ,",9
stand - two,1
stand - feet.th,1
stand - process,1
stand - sell,1
two - product,2
two - compani,3
two - need,1
two - stand,1
two - feet.th,1
two - process,2
two - sell,1
two - produc,1
feet.th - product,1
feet.th - compani,1
feet.th - need,1
feet.th - stand,1
feet.th - two,1
feet.th - process,1
feet.th - sell,1
"feet.th - ,",1
feet.th - produc,1
feet.th - deliv,1
process - compani,1
process - need,5
process - stand,1
process - two,2
process - feet.th,1
process - sell,1
"process - ,",67
process - produc,2
process - deliv,1
sell - stand,1
sell - two,1
sell - feet.th,1
sell - process,1
sell - produc,1
sell - deliv,1
sell - independ,1
", - feet.th",1
", - process",67
", - independ",3
produc - two,1
produc - feet.th,1
produc - process,2
produc - sell,1
produc - deliv,1
produc - need,1
produc - independ,1
produc - thu,1
deliv - feet.th,1
deliv - process,1
deliv - sell,1
deliv - produc,1
deliv - need,1
deliv - independ,1
deliv - thu,1
need - produc,1
need - deliv,1
need - independ,2
need - thu,2
independ - sell,1
"independ - ,",3
independ - produc,1
independ - deliv,1
independ - need,2
independ - .,2
independ - thu,1
independ - entrepreneur,1
. - independ,2
thu - produc,1
thu - deliv,1
thu - need,2
thu - independ,1
thu - entrepreneur,1
thu - download,1
thu - vision,1
entrepreneur - independ,1
entrepreneur - thu,1
need - download,1
need - vision,1
need - success,1
download - thu,1
download - need,1
download - success,1
download - cloth,1
vision - thu,1
vision - need,1
vision - success,1
vision - cloth,1
vision - brand,1
compani - success,1
compani - cloth,1
compani - does.th,1
. - success,7
. - cloth,4
. - does.th,1
. - trick,2
success - need,1
success - download,1
success - vision,1
success - compani,1
success - .,7
success - cloth,1
success - brand,1
success - does.th,1
success - trick,1
success - find,1
cloth - download,1
cloth - vision,1
cloth - compani,1
cloth - .,4
cloth - success,1
cloth - brand,1
cloth - does.th,1
cloth - trick,1
cloth - find,1
cloth - peopl,1
brand - vision,1
brand - success,1
brand - cloth,1
brand - does.th,1
brand - trick,1
brand - find,1
brand - peopl,1
brand - (,3
does.th - compani,1
does.th - .,1
does.th - success,1
does.th - cloth,1
does.th - brand,1
does.th - trick,1
does.th - find,1
does.th - peopl,1
does.th - (,1
does.th - servic,1
trick - .,2
trick - success,1
trick - cloth,1
trick - brand,1
trick - does.th,1
trick - find,1
trick - peopl,1
trick - (,1
trick - servic,1
trick - ),1
find - success,1
find - cloth,1
find - brand,1
find - does.th,1
find - trick,1
find - servic,1
find - ),2
find - better,1
peopl - cloth,1
peopl - brand,1
peopl - does.th,1
peopl - trick,1
peopl - servic,1
peopl - ),2
peopl - better,1
peopl - individu,1
( - brand,3
( - does.th,1
( - trick,1
( - servic,2
( - better,2
( - individu,1
( - element,1
servic - does.th,1
